0.128104, 0.48882, 0.219435, 0.355893, 0.206109, 0.522787, 0.201601, 0.031646, 2.15594
0.143653, 0.486847, 0.203489, 0.306535, 0.204709, 0.532408, 0.199108, 0.03126, 2.10953
0.20045, 0.593917, 0.254257, 0.679245, 0.371883, 0.625093, 0.205082, 0.031306, 2.96352
0.17072, 0.601654, 0.373448, 0.483713, 0.22001, 0.526706, 0.213937, 0.032027, 2.6244
0.155914, 0.49222, 0.207066, 0.318475, 0.212031, 0.528408, 0.230556, 0.065613, 2.21187
0.20794, 0.581383, 0.389252, 0.460406, 0.380966, 0.634213, 0.211325, 0.028964, 2.89682
0.164797, 0.497723, 0.199178, 0.313713, 0.208001, 0.535639, 0.209551, 0.030864, 2.16113
0.15336, 0.615196, 0.258652, 0.334251, 0.209106, 0.57389, 0.206948, 0.033165, 2.38619
0.149062, 0.51687, 0.212894, 0.325334, 0.214096, 0.526175, 0.207669, 0.032561, 2.18623
0.146804, 0.490793, 0.204475, 0.326229, 0.206875, 0.516963, 0.204292, 0.033311, 2.1313
0.148316, 0.484676, 0.204648, 0.319529, 0.211788, 0.526646, 0.208114, 0.032758, 2.13803
0.153038, 0.498972, 0.203119, 0.320088, 0.206755, 0.517564, 0.25109, 0.038869, 2.19115
0.160975, 0.496163, 0.215401, 0.325203, 0.221189, 0.519656, 0.204985, 0.032317, 2.17749
0.146423, 0.48916, 0.20768, 0.333291, 0.215872, 0.527385, 0.202275, 0.030839, 2.15455
0.145808, 0.495567, 0.205521, 0.325648, 0.215557, 0.57456, 0.210231, 0.032836, 2.2073
0.145393, 0.483113, 0.201091, 0.313127, 0.209287, 0.547007, 0.209571, 0.033314, 2.14355
0.1459, 0.480923, 0.199092, 0.313988, 0.208355, 0.540181, 0.207582, 0.033509, 2.13111
0.148399, 0.54318, 0.209507, 0.319836, 0.21821, 0.546083, 0.21098, 0.034223, 2.2321
0.147512, 0.481588, 0.199555, 0.309291, 0.20832, 0.540998, 0.212304, 0.03351, 2.13462
0.148594, 0.48424, 0.201021, 0.309383, 0.23644, 0.535233, 0.20811, 0.032673, 2.15727
0.147276, 0.485316, 0.205499, 0.323075, 0.265354, 0.578894, 0.213749, 0.032855, 2.25377
0.148652, 0.485277, 0.207617, 0.318148, 0.219351, 0.537371, 0.212585, 0.03304, 2.16362
0.145703, 0.57276, 0.216194, 0.4238, 0.279817, 0.578081, 0.209229, 0.047023, 2.47434
0.197282, 0.541055, 0.227504, 0.328397, 0.217015, 0.505087, 0.233102, 0.033622, 2.28546
0.153452, 0.50873, 0.218146, 0.384353, 0.272054, 0.613005, 0.28117, 0.049344, 2.48197
0.179495, 0.534859, 0.274858, 0.370862, 0.224337, 0.516327, 0.229909, 0.039045, 2.37147
0.164505, 0.507657, 0.217776, 0.320101, 0.218155, 0.44866, 0.213244, 0.034228, 2.12602
0.15742, 0.512121, 0.227884, 0.362848, 0.240292, 0.515813, 0.220658, 0.030498, 2.26919
0.1492, 0.523181, 0.220805, 0.346803, 0.222942, 0.544121, 0.208422, 0.032868, 2.25079
0.153933, 0.549522, 0.229202, 0.352344, 0.222948, 0.489096, 0.196141, 0.031694, 2.22649
0.15039, 0.500967, 0.219451, 0.323488, 0.230668, 0.565227, 0.206572, 0.033776, 2.23253
0.162249, 0.529008, 0.221645, 0.340743, 0.215267, 0.532593, 0.207033, 0.033073, 2.2433
0.151812, 0.508596, 0.208302, 0.324951, 0.22719, 0.564733, 0.208385, 0.035822, 2.2315
0.155585, 0.512514, 0.203674, 0.345745, 0.213873, 0.533598, 0.207622, 0.033469, 2.20771
0.149547, 0.488157, 0.20249, 0.318553, 0.216394, 0.546235, 0.211052, 0.033406, 2.16741
0.147449, 0.487808, 0.222672, 0.314356, 0.209068, 0.547405, 0.211372, 0.033924, 2.17579
0.147535, 0.484835, 0.20072, 0.310114, 0.208133, 0.532525, 0.212482, 0.032759, 2.13062
0.156394, 0.534977, 0.222026, 0.330363, 0.221025, 0.52303, 0.209323, 0.0332, 2.2323
0.146094, 0.501608, 0.212587, 0.316197, 0.207843, 0.555413, 0.236665, 0.034917, 2.21303
0.150272, 0.494171, 0.20622, 0.325478, 0.210791, 0.545556, 0.206796, 0.032281, 2.17331
0.152653, 0.487304, 0.211659, 0.328675, 0.220758, 0.725342, 0.179777, 0.029774, 2.33758
0.165133, 0.506144, 0.199716, 0.317919, 0.207685, 0.623815, 0.216611, 0.039168, 2.27783
0.164706, 0.491601, 0.203581, 0.318785, 0.238046, 0.573174, 0.225032, 0.034705, 2.25119
0.147907, 0.487938, 0.198668, 0.313543, 0.205511, 0.581116, 0.219217, 0.033947, 2.18944
0.14601, 0.484879, 0.200429, 0.357144, 0.209625, 0.587205, 0.218281, 0.03456, 2.23973
0.144898, 0.483168, 0.20032, 0.311936, 0.2042, 0.634742, 0.222418, 0.034471, 2.23775
0.142775, 0.514868, 0.221085, 0.343234, 0.227795, 0.640111, 0.223217, 0.03483, 2.34947
0.14458, 0.480697, 0.197047, 0.306649, 0.205811, 0.650478, 0.223958, 0.033836, 2.24469
0.144624, 0.487066, 0.199323, 0.308669, 0.20582, 0.643657, 0.229904, 0.034632, 2.25523
0.144358, 0.48078, 0.197734, 0.30674, 0.204827, 0.639997, 0.225766, 0.034466, 2.23629
0.144498, 0.482631, 0.198471, 0.308385, 0.20592, 0.633257, 0.231008, 0.035061, 2.24078
0.144402, 0.498356, 0.21743, 0.348511, 0.232992, 0.653369, 0.23236, 0.03826, 2.36722
0.144615, 0.477693, 0.198572, 0.309936, 0.207286, 0.636834, 0.230072, 0.035533, 2.2421
0.147326, 0.475965, 0.196775, 0.308446, 0.20772, 0.623312, 0.226051, 0.034451, 2.22157
0.144333, 0.477801, 0.197547, 0.305925, 0.204459, 0.651135, 0.22428, 0.035064, 2.24208
0.144194, 0.477532, 0.197702, 0.307603, 0.20473, 0.642461, 0.231448, 0.034117, 2.24134
0.143428, 0.478567, 0.202079, 0.307474, 0.202173, 0.648662, 0.225552, 0.034729, 2.24421
0.145347, 0.517922, 0.205541, 0.311126, 0.228441, 0.65452, 0.221405, 0.034111, 2.31997
0.143715, 0.477161, 0.198054, 0.306907, 0.204977, 0.625824, 0.228649, 0.034152, 2.22102
0.146868, 0.476769, 0.197624, 0.307683, 0.219662, 0.549138, 0.216594, 0.045002, 2.16099
0.153423, 0.530765, 0.230511, 0.334259, 0.208445, 0.628705, 0.239244, 0.037175, 2.36444
0.144225, 0.489472, 0.202366, 0.301212, 0.211917, 0.685041, 0.262879, 0.036963, 2.33561
0.153014, 0.485644, 0.200586, 0.310026, 0.209245, 0.774687, 0.306814, 0.044895, 2.4865
0.146691, 0.48108, 0.202267, 0.31612, 0.206136, 0.681728, 0.271759, 0.041419, 2.34871
0.155893, 0.48296, 0.248225, 0.338601, 0.224914, 0.60698, 0.237742, 0.034289, 2.33149
0.144949, 0.541306, 0.216164, 0.310522, 0.227052, 0.732559, 0.263925, 0.034847, 2.47291
0.154323, 0.530425, 0.223041, 0.341203, 0.215121, 0.620141, 0.262212, 0.034907, 2.38311
0.143528, 0.49955, 0.208524, 0.313292, 0.212676, 0.697078, 0.246616, 0.034207, 2.35726
0.158831, 0.568697, 0.226091, 0.325217, 0.228045, 0.666876, 0.268501, 0.036585, 2.48058
0.146238, 0.498985, 0.209623, 0.374978, 0.209675, 0.690245, 0.228124, 0.038946, 2.39895
0.152113, 0.486632, 0.202338, 0.324324, 0.227811, 0.487178, 0.240398, 0.035816, 2.15824
0.150111, 0.640791, 0.250447, 0.394111, 0.214565, 0.433901, 0.177792, 0.029658, 2.29383
0.149464, 0.534155, 0.228454, 0.3224, 0.237656, 0.739678, 0.193042, 0.028545, 2.43532
0.146404, 0.48802, 0.19701, 0.316924, 0.21112, 0.723246, 0.231635, 0.038727, 2.35483
0.145692, 0.498093, 0.203912, 0.316104, 0.212229, 0.840353, 0.269728, 0.03679, 2.52446
0.144615, 0.480538, 0.200053, 0.331703, 0.215034, 0.742409, 0.267008, 0.03756, 2.42045
0.145779, 0.486684, 0.20173, 0.318961, 0.211186, 0.901557, 0.256367, 0.035701, 2.55948
0.157407, 0.554474, 0.211604, 0.332786, 0.242987, 0.604297, 0.22896, 0.039751, 2.37439
0.150746, 0.489752, 0.201004, 0.314583, 0.213786, 0.711831, 0.242142, 0.035881, 2.36126
0.146166, 0.479702, 0.265225, 0.367541, 0.225162, 0.830281, 0.405911, 0.061971, 2.78363
0.184068, 0.507217, 0.197956, 0.30786, 0.205068, 0.839497, 0.244809, 0.035403, 2.52337
0.1462, 0.481832, 0.20398, 0.311403, 0.216769, 0.812171, 0.31117, 0.040328, 2.52537
0.150198, 0.578276, 0.207213, 0.311717, 0.212832, 0.901207, 0.296252, 0.040785, 2.7
0.149126, 0.479804, 0.199956, 0.319625, 0.206652, 0.880041, 0.303546, 0.041149, 2.58161
0.157641, 0.479627, 0.198586, 0.306777, 0.204298, 0.85891, 0.307943, 0.042575, 2.55784
0.144297, 0.47685, 0.197003, 0.307142, 0.20048, 0.877114, 0.30714, 0.037381, 2.54888
0.14511, 0.480382, 0.19659, 0.308155, 0.201879, 0.870267, 0.295937, 0.037061, 2.53692
0.144511, 0.47798, 0.196436, 0.30744, 0.203054, 0.877787, 0.296526, 0.036634, 2.5419
0.142434, 0.481409, 0.198567, 0.309051, 0.205509, 0.8899, 0.287392, 0.038944, 2.55473
0.145822, 0.476923, 0.198125, 0.304758, 0.206161, 0.890329, 0.279525, 0.032645, 2.53579
0.140112, 0.481707, 0.205834, 0.325112, 0.211797, 0.899769, 0.273689, 0.037457, 2.57698
0.145325, 0.477857, 0.198908, 0.304993, 0.207039, 0.893278, 0.259953, 0.032749, 2.52163
0.144325, 0.507633, 0.252903, 0.434005, 0.241184, 0.758075, 0.263078, 0.037617, 2.64059
0.149419, 0.477383, 0.197365, 0.316869, 0.291883, 0.555106, 0.210851, 0.0335, 2.23387
0.157277, 0.478373, 0.199568, 0.325442, 0.208085, 0.67306, 0.242775, 0.038691, 2.32476
0.154772, 0.493352, 0.20771, 0.313967, 0.210626, 0.679937, 0.2424, 0.03472, 2.33957
0.143664, 0.48725, 0.205554, 0.329859, 0.207016, 0.712844, 0.237651, 0.03186, 2.35718
0.150687, 0.494673, 0.203634, 0.324637, 0.212311, 0.698586, 0.258332, 0.034865, 2.37927
0.148128, 0.484072, 0.198784, 0.359411, 0.219926, 0.582924, 0.204229, 0.031892, 2.23091
0.144356, 0.484666, 0.203485, 0.334845, 0.221857, 0.628407, 0.229876, 0.042314, 2.29135
